epoch,cumulative_energy_j,val_r2,info_gain_nats
0,0.0,0.0,0.0
1,2.6436635871981142,0.35944809665817734,0.2227125626330367
2,6.725785360684037,0.6964328623241827,0.5960762407468919
3,10.75059591441059,0.7144053624919804,0.6265909124627037
4,14.78064284221642,0.7136230489389832,0.6252231626365466
5,18.831842754420475,0.7035028622866245,0.607858857085737
6,22.907639381818292,0.682095852486309,0.5730026822759493
7,26.98546242255323,0.6641632305984637,0.5455650212065778
8,31.07974082050705,0.6320177149834639,0.4998602402569622
9,35.15632419379959,0.6481093157197106,0.5222173538192264
10,39.25192797451628,0.6454418295572915,0.5184414274773433
11,43.37220089534056,0.674266301412617,0.5608375534694263
12,47.48024159873683,0.7082799545012508,0.6159803424494624
13,51.55833146142829,0.7275610778080162,0.650170414373347
14,55.672635918017555,0.7361298393471811,0.6661490562629273
15,59.79954021707287,0.7258199692902241,0.6469851709842477
16,63.88530644912589,0.7228291063539005,0.641560509228053
17,68.02066672232465,0.7123168783223197,0.6229478382711188
18,72.14160400936399,0.7177730600642865,0.6325218900689219
19,76.2709444116596,0.7283928615898032,0.6516993004183308
20,80.32553751398646,0.7380222669154484,0.6697478835298232
21,84.4009486977855,0.7443659882449603,0.6820042494985126
22,88.51291550926648,0.7487207496217172,0.6905952034845073
23,92.61194478372384,0.7463470631629392,0.6858941683657378
24,96.7109454847296,0.7476007296958533,0.6883715196743939
25,100.80035770778647,0.7500676943687956,0.6932825876309563
26,104.88101785245436,0.7532565485797607,0.6997030701755287
27,108.98339162945855,0.7557528362534651,0.7047873001093208
28,113.05885166239258,0.7574596679461947,0.7082936323431058
29,117.15842754691553,0.7589333842890866,0.7113409849742456
30,121.24538186107002,0.7603379144391096,0.7142626623002596
31,125.31339474370503,0.7613861469410383,0.7164543556213891
32,129.41070687623025,0.7627294797754162,0.7192771766212501
33,133.51745385914907,0.7636278992934857,0.7211740088653572
34,137.55356557581996,0.765053368327036,0.7241984449464517
35,141.67611260101646,0.7655815825541629,0.7253238258224027
36,145.77781237380555,0.7669078250068277,0.7281606514083739
37,149.79621604945734,0.7670593173245861,0.7284857193099212
38,153.6819047588933,0.7676238554847856,0.7296989538292835
39,157.74736210689528,0.7684263903072972,0.7314287437810482
40,161.8186882888697,0.769539082106573,0.7338369922644817
41,165.9093553399861,0.7702262611433462,0.7353300991771251
42,170.16107283747192,0.7690572371523033,0.7327926895214754
43,174.3134239326272,0.7700584633490953,0.7349650954223175
44,178.4377592679205,0.771254909047874,0.7375735176876783
45,182.6041433425663,0.7730294119273219,0.7414674189285791
46,186.78838954454764,0.7736901108608477,0.7429250140261954
47,190.91939940069682,0.7743863268280227,0.7444655765815056
48,195.07498405470722,0.7752272422947608,0.7463326764456407
49,199.16270723554973,0.770461791704167,0.7358428891947275
50,203.25316848704372,0.7706084460288097,0.7361624464378888
51,207.39175587556213,0.773887111420884,0.7433604487173496
52,211.49814922664726,0.7764755961611163,0.7491173407267623
53,215.63092637496428,0.7779532603089289,0.7524336900605725
54,219.71015104287855,0.7788978849473461,0.7545653125595093
55,223.83386014533212,0.779782081107464,0.7565688412352987
56,227.93474644143095,0.7801952059881433,0.7575077132297456
57,232.00485899471823,0.7814968873976633,0.7604775096141685
58,236.1635745347943,0.7821361910576639,0.7619425705201112
59,240.2802626493272,0.7823574882331784,0.7624507082532234
60,244.39871777644203,0.782251585787145,0.7622074729403064
61,248.49039810701763,0.782305094760946,0.762330356842022
62,252.59978107370537,0.7822533486889238,0.7622115209810726
63,256.70324502227413,0.7823373241288092,0.7624043864887319
64,260.78667041557355,0.7819911861661327,0.7616098932898759
65,264.8653816984612,0.7822307261897327,0.7621595768433119
66,268.96357987263474,0.7827844716275996,0.7634326000253161
67,272.9585608996558,0.7830974004933466,0.7641534382024178
68,276.9241018855945,0.7834272419748092,0.7649143616076154
69,281.0264596368055,0.7839489314260579,0.76612023532987
70,285.15296179122555,0.7843936717249174,0.7671505442264048
71,289.24427503246477,0.7846207102790778,0.7676773334408982
72,293.3651559267398,0.7847976544988188,0.7680882757924228
73,297.46374300748863,0.785118609266177,0.7688345370431933
74,301.5723875185616,0.7855548474241577,0.7698506361288685
75,305.6804553603042,0.7854724402554487,0.7696585326049008
76,309.79202018266926,0.7847227300187603,0.7679142269452288
77,313.8984212182472,0.7860205082687747,0.7709375507921107
78,318.029980951466,0.7863833694300774,0.7717861582267451
79,322.13759111494545,0.7865853694521642,0.772259191598177
80,326.26569594888724,0.7869871265983408,0.7732013382968012
81,330.40337834954835,0.7869218586670577,0.773048159915806
82,334.51187106464806,0.7865368318077123,0.7721454877588012
83,339.04053006958844,0.777912089297612,0.7523409906699747
84,343.1442438208627,0.786483198599712,0.7720198771632188
85,347.3058006692744,0.7813429555495085,0.7601253918558751
86,351.4560764912001,0.7732845812208371,0.742029854878923
87,355.6212782975242,0.7709439504981894,0.7368942738631681
88,359.8032611448039,0.7818038816098971,0.7611804974854948
89,363.93060846525145,0.7838434491307404,0.7658761806379426
90,367.96443865716805,0.7846833019690718,0.7678226602891035
91,372.04045145499856,0.7857684939861971,0.7703490224427664
92,376.21424045547457,0.7867652269939196,0.772680749793059
93,380.3791969104927,0.7871709164840517,0.7736329300977896
94,384.5593802521424,0.7860509112976183,0.7710085977618268
95,388.7071723613283,0.7856660389154935,0.7701099572811491
96,392.79966717413123,0.7867427063726014,0.7726279454782754
97,396.90202311609437,0.7876591333652634,0.7747812170254528
98,401.04763938275084,0.7868557856479075,0.7728931398451828
99,405.17648456013427,0.7867049675123496,0.772539471314522
100,409.2591984966237,0.7870053619860545,0.773244143616511
101,413.39918315680046,0.7867627330984216,0.7726749020580034
102,417.47301548806865,0.7870499206185085,0.7733487549212105
103,421.4834859630304,0.787610309747132,0.774666265045769
104,425.6428741229241,0.7878931445196282,0.7753325480042341
105,429.74299873421757,0.7877282951370054,0.7749440990901775
106,433.9030355579679,0.7880854932794705,0.7757861779157976
107,438.0364898156282,0.7880089167522006,0.7756055326732835
108,442.1565090992718,0.7883911557873982,0.7765078915127561
109,446.3241706237461,0.7878769764975596,0.7752944365394897
110,450.4666126339701,0.7882973747992058,0.7762863501738063
111,454.6126259538517,0.7887319351025412,0.7773137510467484
112,458.7422870648622,0.7883884329579177,0.7765014579159634
113,462.8981899985218,0.7884799042848736,0.7767176349039597
114,467.0088284246635,0.7884764159008114,0.7767093889846167
115,471.1395501892124,0.7871493798478896,0.7735823365740795
116,475.289138443287,0.7871187692862465,0.7735104355367629
117,479.41932597801605,0.7880618017621819,0.7757302822779116
118,483.5776696213324,0.7886589956121854,0.7771411577533687
119,487.73792323451374,0.7891318679698259,0.778261153780396
120,491.8971933757859,0.7892524378355421,0.7785471247977538
121,496.04795407106866,0.7892931292263096,0.7786436747156422
122,500.18039913678166,0.7874948024776423,0.774394415994019
123,504.32937488874865,0.7891669139028736,0.7783442598555551
124,508.8780040505937,0.7890122304387723,0.7779775556754277
125,513.0224686993204,0.7890972588861727,0.7781790971806292
126,517.1884306552507,0.7899735396564986,0.7802608772832434
127,521.3363777432977,0.7895661848420001,0.7792920463004238
128,525.4689134439276,0.7892392374078826,0.7785158076756745
129,529.5702169460045,0.7903346085093678,0.7811211964444869
130,533.7329604190782,0.7904711873578019,0.7814470092823563
131,537.8386353677104,0.7900683312977649,0.7804865941733807
132,541.9248980827466,0.79036629133796,0.7811967578483656
133,546.0570779849493,0.7907337528510028,0.7820739639740718
134,550.1723154792253,0.790346744119617,0.781150137705098
135,554.3114873826231,0.7907532337811061,0.7821205119415067
136,558.4327287319471,0.7902886662332189,0.7810116475030086
137,562.5468495695379,0.7899565562693972,0.7802204473763494
138,566.6364675930366,0.7900583510807094,0.7804628245823196
139,570.6679515236764,0.7898507995837301,0.7799687611810452
140,574.8219450016579,0.7900168808995075,0.7803640683657422
141,578.9397106571168,0.7898157162127177,0.7798852956176002
142,583.102977673444,0.7898869260763447,0.7800547229599375
143,587.2261305557031,0.789192161964871,0.7784041403381706
144,591.3364447053422,0.7900666684819388,0.7804826338151103
145,595.4775972943647,0.790138965444205,0.7806548537609309
146,599.5557217118862,0.7899108459091405,0.7801116475339328
147,603.6812757306037,0.7897993518873472,0.7798463686149009
148,607.8081109949965,0.7899760406911309,0.780266831412832
149,611.9309663384074,0.7900444804568219,0.780429791199543
150,616.0940656824476,0.7899227467412054,0.7801399716261496
151,620.2530200525345,0.7889019566576707,0.7777162965185469
152,624.3626492528181,0.7903970099355178,0.7812700305310911
153,628.497573240142,0.7865020830692855,0.7720641015629293
154,632.6083625907245,0.788814905472456,0.7775101523971243
155,636.7473915153246,0.7895557449494827,0.7792672412719401
156,640.8997855907263,0.7893550343596439,0.7787905950051245
157,644.9928226528535,0.7893119333193661,0.7786882981588726
158,649.1043602925207,0.789355593417824,0.778791922022175
159,653.2061912797814,0.788547964880405,0.7768785452598843
160,657.3316214669169,0.7891834526182513,0.7783834836899259
161,661.4790538134112,0.7889382303205722,0.7778022205261663
162,665.6014193475742,0.7890667153868436,0.7781066910855596
163,669.7588280893498,0.7890878686576022,0.7781568356882417
164,673.9055618958005,0.7891500003899338,0.7783041503194551
165,678.1322475932245,0.7888715228080331,0.7776442170820117
166,682.2381182483118,0.7893443733054754,0.7787652899038148
167,685.4407469790808,0.788905791310865,0.7777253792366116
168,688.210629786541,0.7883233422912955,0.7763476840490584
169,690.6497931953238,0.7875656901258916,0.774561234206195
170,692.9670662378282,0.7881253243026196,0.7758801657402133
171,695.256046597352,0.7885278162239127,0.7768309039671719
172,697.5163595181847,0.7879408079825637,0.7754449178259522
173,699.6986325066489,0.7883204643069825,0.7763408860280115
174,701.9193379122894,0.7880037151903156,0.7755932644731507
175,704.1352906669088,0.7883833290145593,0.7764893983629844
176,706.3826571737156,0.7885020742450669,0.7767700439245887
177,708.671458098265,0.7882530751384357,0.7761817340254947
178,710.9358874000401,0.7886090739957091,0.7770230649074791
179,713.2231539940465,0.7884166127175837,0.7765680460437745
180,715.5319360540489,0.7882523314593698,0.776179977972224
181,717.8054556209402,0.7886008533940879,0.7770036212115298
182,720.2118055820441,0.7872168603018699,0.7737408776977193
183,722.5774297566736,0.7875558021295237,0.7745379616796036
184,724.8840036821057,0.7881842568393755,0.7760192591313143
185,727.1793808441532,0.787713299247686,0.7749087779444239
186,729.4897871105729,0.7877627815214696,0.7750253373931764
187,731.8665406050516,0.7878729446597967,0.7752849330933762
188,734.2252964760631,0.78753316138718,0.7744846781910114
189,736.5139376924044,0.78755543333511,0.7745370937008653
190,738.8174295147228,0.7871642307529463,0.7736172235364832
191,741.1273679953607,0.7875131438911578,0.7744375730680636
192,743.5253425212961,0.7872844427262568,0.7738997087950555
193,745.9054925842551,0.7869238343001328,0.7730527958728822
